0   0   0
0.771476   -0.567176   0.288332
0.985917   -1.00017   1.16385
0.0577324   -0.797456   1.4759
-0.0663517   -0.776074   2.46794
-0.521689   -1.29943   3.1882
-0.94911   -1.41704   2.29183
-1.2541   -0.498758   2.54429
-1.25045   -1.43326   2.18834
-1.10117   -1.71436   3.13633
-0.991808   -1.23313   2.26659
-0.760133   -1.65455   1.38982
-0.722634   -1.86864   0.413725
-1.0589   -1.82634   -0.527091
-1.63773   -1.08903   -0.178783
-2.13601   -1.65755   -0.833383
-2.26848   -2.64677   -0.770925
-2.1193   -1.95271   -0.0666322
-2.52586   -1.14621   -0.495895
-2.29445   -0.893131   0.443469
-2.18819   -1.80878   0.831148
-1.95892   -1.30992   1.66695
-2.92962   -1.07217   1.63212
-2.64288   -1.45484   2.51039
-2.66501   -1.28962   1.52438
-1.80218   -0.910339   1.85856
-1.86656   -0.960031   0.861875
-1.31658   -0.511775   1.56656
-0.955464   -1.43486   1.43422
-0.960379   -0.980459   0.543431
-0.167791   -1.56919   0.702181
0.660014   -1.14485   1.06916
-0.0668629   -0.577512   1.45618
-0.392622   -0.317314   2.36512
-0.180689   0.046036   3.27235
0.0708933   -0.699915   2.65569
0.286796   -1.36904   1.9446
0.252433   -1.58425   0.968635
-0.252462   -2.43924   0.850006
-0.183166   -2.08683   1.78328
-0.479065   -1.95246   0.837558
-0.843116   -2.01412   1.76689
-0.87352   -2.07289   0.769086
-0.306164   -2.31249   -0.0187586
0.380902   -2.51281   0.679678
-0.0873043   -1.63042   0.633125
0.640321   -2.31611   0.613513
1.31256   -2.27141   -0.125472
1.51445   -2.507   0.825178
1.3224   -1.72833   1.42249
1.33719   -1.28413   0.52668
0.571707   -1.43706   -0.0983333
0.362486   -2.35967   0.225739
0.525448   -2.26473   -0.756315
0.929359   -2.71056   -1.55512
1.82834   -2.28862   -1.43762
1.95416   -3.1371   -0.923568
2.87871   -2.79553   -0.754613
2.71951   -2.98069   -1.72434
3.00315   -3.12466   -0.776277
3.85656   -2.61961   -0.905215
4.01558   -3.00092   -1.81588
4.15114   -2.94102   -2.80484
4.9258   -2.62624   -3.35331
4.25417   -3.33894   -3.15091
3.92825   -3.52021   -4.07877
3.98221   -3.26473   -3.11346
3.94431   -3.06163   -2.13503
4.71792   -2.65795   -1.64659
4.78005   -3.31137   -0.892138
4.66175   -2.31882   -0.862877
5.23159   -2.23058   -1.67988
5.36179   -2.05015   -0.704951
4.96189   -1.77519   -1.57929
5.81092   -2.09904   -1.99676
5.27383   -2.7047   -2.58388
5.11805   -2.53441   -3.55688
6.06416   -2.24781   -3.4061
6.93838   -2.50613   -3.8172
6.81984   -3.49883   -3.79479
7.14983   -3.51118   -4.7387
6.54206   -3.55897   -5.53137
6.44757   -3.58666   -4.53623
6.21293   -3.14734   -5.40337
6.51611   -2.42664   -6.02681
6.26996   -2.47944   -5.05902
5.33283   -2.61168   -5.38198
5.39146   -3.54433   -5.02598
5.22833   -3.81461   -4.07712
4.71158   -3.95269   -3.23219
5.04052   -4.5928   -3.9265
5.81892   -3.96518   -3.91257
6.55671   -4.11552   -3.2545
5.72318   -3.56706   -3.3209
4.83581   -3.18594   -3.06144
5.00004   -2.82839   -3.98078
4.19829   -3.3581   -3.70398
3.6088   -4.15594   -3.57772
3.09232   -4.22856   -2.72451
3.70251   -3.47337   -2.48501
