2   2
2   2
2   2
2   2
3.79158   3.03153
4.57737   4.33209
4.72082   3.16312
2.69936   0.957372
4.06824   3.3063
3.98567   3.97366
4.23245   3.30154
3.26051   1.08778
1.7022   -0.348066
2.81275   2.14204
2.81275   2.14204
1.33122   1.21545
1.33122   1.21545
1.33122   1.21545
2.85145   0.533136
4.04273   2.8402
4.04273   2.8402
4.04273   2.8402
5.53327   2.91955
6.16425   4.96877
6.16425   4.96877
6.16425   4.96877
6.94851   6.02925
6.94851   6.02925
4.9763   3.52984
4.67388   3.79492
4.67388   3.79492
4.51269   3.97501
2.57669   1.47609
2.30995   2.09873
3.79614   3.0713
3.79614   3.0713
3.79614   3.0713
3.64286   3.48156
3.64286   3.48156
3.64286   3.48156
3.51829   2.49666
5.38191   4.94693
3.0764   2.81209
3.0764   2.81209
3.0764   2.81209
3.0764   2.81209
3.0764   2.81209
1.65566   1.05399
1.60472   -0.885063
2.38893   -1.12976
2.67833   1.29118
4.51753   3.7352
5.57512   4.15852
5.57512   4.15852
5.64792   4.83143
3.15097   2.73193
3.29809   3.15875
4.05187   3.43556
4.05187   3.43556
4.05187   3.43556
2.1156   1.71512
2.1156   1.71512
2.1156   1.71512
2.1156   1.71512
2.78009   1.53073
3.53595   3.4539
3.53595   3.4539
1.11946   0.991158
1.11946   0.991158
2.18269   -0.769623
2.18269   -0.769623
3.01393   1.68449
3.01393   1.68449
3.01393   1.68449
4.15741   3.25069
4.43038   2.50323
4.43038   2.50323
4.43038   2.50323
6.49104   4.21238
6.49104   4.21238
4.9967   3.16799
4.9967   3.16799
4.9967   3.16799
4.9967   3.16799
4.9967   3.16799
4.9967   3.16799
4.9967   3.16799
2.99495   2.62213
2.99495   2.62213
2.99495   2.62213
2.99495   2.62213
3.3637   2.89145
3.3637   2.89145
3.3637   2.89145
5.46748   5.32236
3.77914   3.5219
3.77914   3.5219
3.77914   3.5219
5.70266   5.56134
4.85223   4.41379
2.77656   1.91427
2.77656   1.91427
2.77656   1.91427
2.77656   1.91427
