0   100   100   100   100   100   100   100   100   100   100   100   100   100   100   100   100   100   100   100   100   100   100   100   100   100   100   100   100   100   100   100   100   100   100   100   100   100   100   100   100   100   100   100   100   100   100   100   100   100   100   100   100   100   100   100   100   100   100   100   100   100   100   100   100   100   100   100   100   100   100   100   100   100   100   100   100   100   100   100   100   100   100   100   100   100   100   100   100   100   100   100   100   100   100   100   100   100   100   100   100   
0.01   101.285   100.04   104.65   102.657   99.7525   99.0801   100.965   100.35   100.061   100.137   102.975   102.799   100.526   101.222   98.573   103.395   98.3832   100.095   104.317   101.692   105.204   97.7065   99.4137   103.659   98.7601   97.6319   100.778   105.7   100.143   99.6593   97.4033   100.063   97.7284   102.806   95.4047   103.752   97.6711   100.141   101.841   104.866   99.9392   98.3155   98.7798   103.436   105.958   97.8502   99.3268   100.764   100.52   97.2084   99.686   102.044   98.0959   99.7337   99.4534   100.293   99.1311   100.593   99.7485   96.7736   99.3318   103.583   96.498   100.657   99.6259   101.862   102.567   102.177   95.6771   104.813   101.129   104.687   100.249   92.3976   98.7677   99.1381   98.9819   98.8101   99.8813   95.8878   97.2341   98.9153   102.351   99.9229   98.7826   99.8804   99.0179   103.319   101.771   94.421   102.766   103.881   101.917   99.0208   99.8978   102.327   100.096   100.62   104.014   103.389   
0.02   101.119   102.266   106.839   100.781   98.2459   99.4657   104.929   101.245   99.1559   99.524   104.303   105.703   101.974   103.035   96.6262   105.181   101.111   104.34   107.565   103.881   103.962   99.4573   99.3768   103.456   95.9353   97.1864   100.649   105.948   98.9314   97.308   92.4031   97.7057   96.5288   97.1012   93.8364   100.519   97.5232   104.514   105.039   102.803   98.1438   99.7949   92.2576   102.055   104.249   99.0262   100.595   97.4828   99.7016   98.0769   105.791   106.859   98.3241   99.4898   101.75   99.3775   99.7935   97.9739   95.6873   94.5565   102.284   108.44   93.1095   104.061   98.2156   105.729   103.215   103.812   96.5578   105.974   99.9582   107.312   101.344   86.134   99.9066   103.979   99.9713   97.3827   103.261   98.5479   104.039   102.751   102.047   96.3121   97.1392   99.5281   98.3693   100.048   101.651   91.8967   98.7826   103.698   98.8024   103.011   97.4785   107.306   101.329   100.76   105.396   104.066   
0.03   98.7237   100.587   110.79   102.965   95.5996   101.265   109.273   101.784   101.143   97.1431   105.409   100.177   105.287   103.521   94.1591   105.076   99.2716   103.762   108.231   102.717   100.672   101.294   100.882   103.643   92.9779   100.559   100.523   103.664   98.5781   98.2784   88.2152   97.8287   95.1579   92.7912   95.5337   98.7139   98.3648   99.591   104.76   104.335   99.0378   99.8806   90.3471   98.2493   101.643   92.4875   101.272   98.9955   101.513   95.805   103.825   104.369   97.2963   102.692   102.227   103.567   96.4953   96.5249   97.8526   95.052   103.728   109.085   89.0628   105.608   102.536   104.72   98.7918   100.717   93.8275   101.647   99.3263   103.055   108.581   85.1832   99.5818   105.094   98.5902   96.7717   102.912   99.9548   107.772   105.635   102.79   93.9648   96.9955   97.5199   94.1723   102.583   102.268   90.7577   95.1269   100.622   102.618   102.839   100.283   106.762   101.46   101.884   104.541   103.645   
0.04   96.6276   103.345   111.426   103.077   96.0868   103.691   112.88   97.2495   102.419   96.9679   106.932   103.31   105.071   103.245   93.4157   103.326   93.8254   103.257   113.597   103.487   100.666   97.9111   98.9087   108.337   96.0013   102.038   100.297   102.844   97.242   101.087   87.239   95.1283   94.5894   96.543   97.3325   92.8421   106.318   98.6532   104.849   103.88   97.5121   95.1089   91.2114   96.5141   106.808   91.6093   96.1314   103.345   100.125   94.2467   105.458   106.457   95.9565   102.39   96.4978   104.119   98.9693   95.9605   95.447   96.5808   100.057   113.678   89.5418   103.316   99.8442   105.387   97.0916   105.986   94.8506   101.713   98.5839   100.42   111.718   85.9793   101.022   108.72   101.042   94.1597   97.2822   105.139   108.48   104.541   102.881   93.1321   99.8533   96.4691   95.7594   103.483   99.7044   90.761   94.8581   101.692   102.195   104.378   96.7705   107.598   100.83   98.6747   105.987   105.502   
0.05   96.7425   99.3077   115.343   105.272   97.0823   103.404   112.22   96.1628   102.664   100.232   107.696   101.918   101.272   100.672   98.3235   103.453   93.1679   101.662   108.763   105.348   97.2845   98.8827   94.2587   105.661   98.0597   97.787   104.68   103.407   99.9096   96.4261   84.3533   94.2945   97.1822   100.941   95.8691   97.2706   98.7505   99.6292   105.514   105.645   96.9394   91.6716   88.079   97.9609   106.847   95.078   93.3988   101.16   102.027   94.7751   103.186   105.191   93.2307   103.187   99.7666   102.313   98.7369   96.4383   94.6078   97.8438   100.3   110.098   91.5835   102.684   104.612   104.057   96.6016   108.581   96.7332   102.113   98.512   100.227   112.043   85.4385   98.6827   110.944   101.466   91.734   95.8564   105.027   108.273   104.514   107.376   94.2431   99.9107   95.6575   91.4519   102.2   98.8165   90.6783   95.0086   98.9201   101.401   100.741   99.4084   103.746   103.594   97.1451   107.025   107.596   
0.06   94.6743   99.9771   117.126   106.563   99.8779   102.267   114.66   98.4494   105.419   98.4183   105.172   100.515   100.363   104.465   94.0934   105.473   89.8021   99.8352   109.301   106.657   100.379   101.501   91.7131   109.196   96.4807   95.3123   103.743   105.193   100.113   96.3728   83.8663   95.8554   102.417   99.4054   96.2138   94.9502   95.6847   97.5828   105.458   101.562   93.9058   90.7003   89.163   99.5609   103.973   92.8586   95.8197   100.959   101.781   92.3506   105.01   105.739   92.9032   100.905   97.1029   100.23   95.7361   95.7226   95.0364   98.43   95.0572   110.158   91.1221   101.97   109.644   108.531   96.843   103.407   95.3397   101.015   101.454   103.815   108.616   85.6646   98.858   106.592   103.604   96.3718   93.9306   100.804   103.656   107.447   106.542   93.1287   99.306   98.0953   91.0678   105.576   98.6033   93.122   99.5341   98.0916   104.585   103.169   101.448   105.016   103.099   97.1981   105.923   109.319   
0.07   90.9601   98.7927   115.462   109.288   103.143   100.557   117.665   97.5839   108.064   103.503   108.036   100.894   101.37   108.637   94.0776   106.245   84.8652   101.392   107.397   102.219   103.68   102.322   89.5034   109.443   96.0281   93.3992   105.48   106.107   104.324   97.189   84.8966   95.323   102.218   96.5219   97.5179   94.3072   94.2856   98.0921   109.81   103.562   96.4206   93.1068   87.3593   99.0151   102.882   98.9225   94.6726   101.713   102.945   91.6703   103.566   103.957   95.6759   103.346   96.3574   97.0408   95.3722   96.1727   98.7838   96.6238   94.4184   109.875   88.923   96.849   111.942   111.295   97.0019   102.853   96.4756   101.649   106.108   109.954   112.063   85.5732   99.0914   109.216   106.512   90.7768   99.6286   100.51   107.152   104.392   106.263   99.2393   103.203   92.9298   92.7565   105.628   99.8406   91.5355   99.17   95.9661   106.163   101.579   104.863   107.027   100.157   94.309   104.873   111.12   
0.08   94.5515   96.5673   117.65   109.518   105.116   100.545   113.397   96.045   104.824   101.453   103.141   101.308   103.174   104.041   95.3097   108.389   84.5398   97.2091   103.755   105.556   104.27   104.092   88.8729   105.891   94.6316   90.4313   106.132   102.37   100.883   98.747   84.2455   95.4435   106.646   99.9939   98.2659   92.6504   96.4726   93.4499   111.701   105.261   96.8559   97.0223   88.152   101.066   103.716   100.664   94.596   99.6829   103.595   92.6708   106.023   102.847   95.1605   103.192   100.847   98.5897   94.009   97.1553   97.7128   98.7037   93.2084   108.978   86.0611   97.2483   107.849   111.07   95.2624   107.209   95.0484   98.3548   106.489   113.116   114.407   86.0168   100.114   110.78   112.284   94.6687   97.5998   104.762   109.598   104.434   111.307   101.644   100.294   98.6987   94.2104   103.633   103.171   89.087   98.2127   92.3504   109.486   105.501   107.29   102.67   102.296   95.2249   107.335   108.555   
0.09   95.4462   98.9144   114.412   109.416   106.348   100.906   111.24   96.7194   101.701   102.102   101.371   98.7089   103.141   104.829   93.5853   106.219   89.9155   99.9534   103.516   103.005   101.992   97.6961   87.8514   106.374   96.4866   86.7443   107.76   104.379   97.9238   98.9146   79.5944   99.0591   106.691   102.921   102.436   93.449   91.7773   90.1723   111.609   107.323   100.058   98.4464   90.0265   103.072   101.706   100.124   91.4633   103.523   106.22   95.1561   105.17   105.868   93.613   99.8814   100.317   101.314   94.8588   96.4817   102.74   99.8656   94.8709   114.844   87.639   97.3458   99.8342   112.764   95.6045   111.261   94.2091   94.8183   109.023   108.69   114.344   82.506   97.5904   115.109   108.436   95.2696   102.137   108.607   109.871   107.465   111.195   103.958   98.9439   95.3171   94.4563   102.404   104.177   92.6569   95.6198   91.1588   113.601   103.928   108.126   102.721   105.63   97.8127   108.909   105.205   
