0.640843   2.36139
-0.858557   -0.958373
1.16939   2.4809
-2.21392   1.12435
-2.16336   -1.93095
2.40773   -1.03232
2.55616   0.545665
-2.71695   -2.24593
1.16084   0.260791
-0.376566   -0.943951
2.73275   -0.15467
-2.3357   1.93919
0.990026   0.0313772
0.37045   0.106632
-0.218717   -1.93326
-2.52595   0.420628
-1.96504   -2.49434
-1.68109   2.02878
0.760899   2.30016
1.76703   -0.422788
1.93185   -2.31079
-1.58219   2.57354
-1.19029   -1.96837
1.17711   1.31337
1.63853   0.0564059
-2.68981   1.08996
-0.94964   -2.23124
-0.465123   -1.98085
1.21879   -1.87525
-2.07686   1.52368
