1   10   -2
2   -10   -6
3   -18   -14
4   -26   -6
5   -22   -16
6   -26   -20
7   -22   -6
8   -18   -4
9   -26   -16
10   -30   -10
11   -22   -22
12   -26   -6
13   -22   -6
14   -34   4
15   -34   18
16   -34   16
17   -26   10
18   -22   -4
19   -26   0
20   -26   0
21   -22   4
22   -26   18
23   -26   10
24   -26   20
25   -18   12
26   -30   20
27   -26   10
28   -26   8
29   -22   8
30   -30   4
31   -18   2
32   -18   12
33   -10   12
34   -18   2
35   -6   10
36   -18   10
37   -22   4
38   -30   12
39   -22   4
40   -30   6
41   -18   -2
42   -22   -2
43   -26   0
44   -30   -16
45   -26   -12
46   -18   -10
47   -30   2
48   -30   14
49   -26   8
50   -18   2
51   -22   4
52   -30   2
53   -26   -2
54   -18   0
55   -14   -6
56   -18   -6
57   -18   -10
58   -18   -8
59   -22   2
60   -18   -10
61   -26   4
62   -18   4
63   -18   12
64   -22   10
65   -18   12
66   -26   14
67   -10   2
68   -22   -6
69   -14   -6
70   -14   -16
71   -26   -10
72   -26   0
73   -18   0
74   -30   -4
75   -26   0
76   -30   4
77   -26   2
78   -22   -4
79   -30   2
80   -26   -8
81   -26   -2
82   -30   -8
83   -26   -4
84   -30   -12
85   -26   -24
86   -14   0
87   -34   24
88   -34   14
89   -22   10
90   -26   8
91   -14   8
92   -26   12
93   -26   0
94   -22   4
95   -18   6
96   -30   4
97   -26   -6
98   -26   -2
99   -26   4
100   -22   10
101   -30   6
102   -30   -2
103   -30   6
104   -22   -2
105   -14   0
106   -26   0
107   -26   2
108   -30   2
109   -26   -10
110   -26   8
111   -26   2
112   -26   6
113   -26   12
114   -26   6
115   -18   16
116   -14   18
117   -10   6
118   -18   12
119   -22   12
120   -18   14
121   -22   24
122   -22   8
123   -10   12
124   -34   22
125   -26   12
126   -22   12
127   -14   14
128   -22   10
129   -14   0
130   -10   -14
131   -18   -4
132   -10   -4
133   -14   8
134   -22   -4
135   -10   -6
136   -30   -12
137   -22   -14
138   -18   -4
139   -22   -4
140   -26   12
141   -18   8
142   -26   6
143   -26   6
144   -14   8
145   -18   12
146   -30   6
147   -30   12
148   -30   10
149   -34   10
150   -18   8
151   -26   -2
152   -22   -6
153   -30   4
154   -26   6
155   -14   -6
156   -14   -2
157   -26   -8
158   -22   -2
159   -26   -4
160   -26   8
161   -18   2
162   -26   8
163   -18   8
164   -14   -4
165   -30   -6
166   -30   -2
167   -18   -6
168   -22   -12
169   -22   -6
170   -22   0
171   -22   4
172   -22   2
173   -38   0
174   -34   -8
175   -34   -2
176   -38   -6
177   -22   4
178   -14   -2
179   -18   -8
180   -22   -8
181   -22   -8
182   -26   -2
183   -14   -4
184   -22   -4
185   -18   2
186   -22   -10
187   -2   0
188   -18   -10
189   -26   -12
190   -30   -22
191   -18   -14
192   -26   -16
193   -14   -6
194   -14   0
195   -14   2
196   -26   -2
197   -18   -4
198   -10   -6
199   -26   -4
200   -26   -12
