2    -0.46274 0.000346367     0.19865 0.000870146     1.36096  0.00576305
2   -0.462725 0.000335379    0.198649 0.000835591     1.36114   0.0061175
2   -0.461854 0.000301431    0.197845 0.000788519     1.34525  0.00543879
