0.5    0.900766   0.0195564
0.55    0.818407   0.0179093
0.6    0.703425   0.0194127
0.65    0.565916   0.0149704
0.7    0.456414   0.0137799
0.75    0.360111   0.0131354
0.8    0.288646   0.0114756
0.85    0.241385   0.0105884
0.9    0.198443   0.0087197
0.95    0.172555  0.00644795
1    0.150223  0.00680112
1.05    0.129204  0.00518457
1.1    0.113237  0.00495537
1.15   0.0998624   0.0042925
1.2   0.0917394  0.00417963
1.25   0.0828154  0.00359148
1.3   0.0751136  0.00327945
1.35   0.0677022  0.00298681
1.4    0.060811  0.00311503
1.45   0.0548976  0.00302024
1.5    0.051183  0.00270742
1.55   0.0472908  0.00250373
1.6   0.0449468  0.00235715
1.65   0.0423284  0.00236448
1.7   0.0397482  0.00233353
1.75    0.037229  0.00218115
1.8   0.0354396  0.00206627
1.85   0.0339284  0.00193538
1.9   0.0315744  0.00193784
1.95   0.0295386  0.00185678
2   0.0280498  0.00180989
