           1     1.26239     1.26239           0
           2     1.29704     1.27972   0.0122482
           3      1.3304     1.29661   0.0160309
           4     1.28909     1.29473   0.0121331
           5     1.48246     1.33228   0.0349574
           6      1.4526     1.35233   0.0344056
           7     1.32854     1.34893   0.0296579
           8     1.49872     1.36766    0.031308
           9     1.45967     1.37788   0.0294515
          10     1.49163     1.38925    0.028619
          11        1.49     1.39841   0.0274437
          12     1.59515     1.41481   0.0296521
          13       1.451     1.41759   0.0275016
          14     1.30276     1.40939   0.0267324
          15     1.36143     1.40619   0.0251407
          16     1.29428      1.3992   0.0245231
          17     1.50239     1.40527     0.02382
          18     1.55029     1.41333   0.0238203
          19     1.46679     1.41614   0.0227322
          20     1.33366     1.41202   0.0219665
          21     1.38033     1.41051   0.0209722
          22     1.34783     1.40766   0.0202115
          23     1.45269     1.40962   0.0194273
          24     1.41157      1.4097    0.018618
          25     1.47418     1.41228   0.0180511
          26       1.442     1.41342    0.017393
          27     1.45496     1.41496   0.0168167
          28     1.40434     1.41458   0.0162204
          29      1.5476     1.41917   0.0162967
          30     1.17269     1.41095   0.0177037
          31     1.18721     1.40373   0.0185456
          32     1.38776     1.40323   0.0179728
          33     1.42137     1.40378   0.0174366
          34     1.43873     1.40481    0.016954
          35     1.27381     1.40107   0.0168777
          36     1.51973     1.40436   0.0167276
          37      1.2773     1.40093   0.0166243
          38      1.2639     1.39732   0.0165733
          39     1.40493     1.39752   0.0161495
          40     1.22317     1.39316   0.0163234
          41     1.28569     1.39054   0.0161343
          42     1.63794     1.39643    0.016791
          43     1.61612     1.40154   0.0171602
          44     1.39787     1.40146   0.0167704
          45     1.26704     1.39847   0.0166616
          46     1.26756     1.39562   0.0165407
          47      1.6701     1.40146   0.0171888
          48     1.49593     1.40343    0.016943
          49     1.38035     1.40296   0.0166038
          50     1.36805     1.40226   0.0162864
          51     1.37707     1.40177   0.0159745
          52      1.4144     1.40201   0.0156692
          53     1.66514     1.40697   0.0161409
          54     1.51742     1.40902    0.015971
          55     1.43742     1.40954    0.015689
          56     1.34108     1.40831   0.0154564
          57     1.42065     1.40853   0.0151867
          58     1.25277     1.40585   0.0151605
          59      1.5942     1.40904   0.0152359
          60     1.56409     1.41162   0.0151996
          61     1.40232     1.41147   0.0149512
          62      1.3194     1.40998   0.0147836
          63     1.29418     1.40815   0.0146628
          64     1.23034     1.40537   0.0146945
          65      1.3415     1.40439   0.0145012
          66     1.26389     1.40226   0.0144369
          67     1.49561     1.40365   0.0142885
          68     1.36447     1.40307     0.01409
          69     1.49484      1.4044   0.0139484
          70     1.59043     1.40706       0.014
          71     1.57942     1.40949   0.0140117
          72     1.31848     1.40822    0.013874
          73     1.34545     1.40736   0.0137106
          74     1.25314     1.40528   0.0136828
          75     1.42578     1.40555   0.0135031
          76     1.56899      1.4077   0.0134955
          77     1.32537     1.40664   0.0133626
          78      1.4773     1.40754   0.0132219
          79     1.39675      1.4074   0.0130553
          80     1.50565     1.40863   0.0129497
          81     1.16235     1.40559   0.0131419
          82     1.46451     1.40631   0.0130013
          83     1.33924      1.4055   0.0128697
          84     1.24559      1.4036   0.0128566
          85     1.68058     1.40686   0.0131118
          86     1.48514     1.40777   0.0129909
          87     1.57901     1.40974   0.0129898
          88     1.37816     1.40938   0.0128471
          89     1.34537     1.40866   0.0127229
          90     1.20782     1.40643   0.0127758
          91     1.45412     1.40695   0.0126461
          92     1.39647     1.40684   0.0125092
          93     1.42544     1.40704   0.0123763
          94     1.28384     1.40573   0.0123138
          95     1.45177     1.40621   0.0121937
          96     1.45803     1.40675   0.0120786
          97     1.51785      1.4079   0.0120083
          98     1.50951     1.40893   0.0119304
          99     1.53774     1.41023   0.0118807
         100     1.40393     1.41017    0.011762
