           1   0.0500526   0.0500526           0
           2   0.0473195    0.048686 0.000966299
           3   0.0487955   0.0487225 0.000644888
           4   0.0487778   0.0487363 0.000483814
           5    0.049492   0.0488875  0.00040998
           6   0.0477896   0.0487045 0.000380299
           7   0.0478274   0.0485792 0.000345999
           8   0.0469197   0.0483718 0.000359591
           9   0.0484875   0.0483846 0.000319867
          10   0.0513111   0.0486773  0.00039994
          11   0.0489334   0.0487005 0.000364259
          12   0.0486253   0.0486943 0.000333958
          13   0.0492304   0.0487355 0.000310805
          14   0.0477267   0.0486635  0.00029684
          15   0.0510416    0.048822 0.000316572
          16   0.0483273   0.0487911 0.000298292
          17   0.0490472   0.0488061 0.000281126
          18   0.0511201   0.0489347 0.000293433
          19   0.0496781   0.0489738 0.000280585
          20   0.0478215   0.0489162 0.000272407
          21   0.0498929   0.0489627 0.000263376
          22   0.0498945   0.0490051 0.000254787
          23   0.0477398   0.0489501 0.000249578
          24   0.0490623   0.0489547 0.000239223
          25   0.0484875    0.048936 0.000230383
          26   0.0477457   0.0488903 0.000226025
          27   0.0502351   0.0489401 0.000223075
          28   0.0500002   0.0489779 0.000218297
          29   0.0486675   0.0489672 0.000211032
          30   0.0485295   0.0489526 0.000204501
          31   0.0498766   0.0489824 0.000200065
          32   0.0498997   0.0490111 0.000195855
          33   0.0489287   0.0490086 0.000189936
          34   0.0504658   0.0490515 0.000189124
          35   0.0499751   0.0490779 0.000185552
          36   0.0477162     0.04904 0.000184212
          37   0.0492851   0.0490467 0.000179353
          38   0.0480444   0.0490203 0.000176562
          39   0.0478052   0.0489891 0.000174762
          40   0.0496872   0.0490066 0.000171262
          41   0.0491929   0.0490111 0.000167145
          42   0.0500314   0.0490354 0.000164921
          43   0.0495406   0.0490472 0.000161504
          44   0.0501339   0.0490719 0.000159711
          45   0.0498292   0.0490887 0.000157046
          46   0.0500579   0.0491098 0.000155039
          47   0.0477916   0.0490817 0.000154256
          48   0.0473441   0.0490455 0.000155232
          49   0.0497984   0.0490609 0.000152822
          50   0.0514954   0.0491096 0.000157332
          51   0.0481888   0.0490915 0.000155279
          52   0.0475281   0.0490615 0.000155177
          53   0.0501731   0.0490824  0.00015366
          54   0.0490299   0.0490815 0.000150817
          55   0.0486601   0.0490738  0.00014827
          56   0.0475886   0.0490473 0.000147975
          57   0.0494218   0.0490538 0.000145525
          58   0.0504249   0.0490775 0.000144923
          59   0.0478189   0.0490561 0.000144028
          60    0.049149   0.0490577 0.000141636
          61    0.050326   0.0490785 0.000140832
          62   0.0495386   0.0490859 0.000138756
          63   0.0489072   0.0490831 0.000136582
          64    0.047753   0.0490623  0.00013602
          65   0.0485994   0.0490552 0.000134114
          66    0.048782    0.049051 0.000132145
          67   0.0489865   0.0490501 0.000130177
          68   0.0499174   0.0490628 0.000128886
          69   0.0496032   0.0490707 0.000127255
          70   0.0490069   0.0490697 0.000125441
          71   0.0508455   0.0490948 0.000126143
          72   0.0495764   0.0491014 0.000124568
          73   0.0497349   0.0491101 0.000123164
          74   0.0486138   0.0491034 0.000121682
          75   0.0474398   0.0490812 0.000122064
          76   0.0507493   0.0491032 0.000122415
          77   0.0502705   0.0491183 0.000121761
          78   0.0480462   0.0491046 0.000120973
          79   0.0487682   0.0491003 0.000119517
          80    0.047915   0.0490855 0.000118938
          81   0.0500071   0.0490969 0.000118012
          82   0.0487589   0.0490928 0.000116645
          83   0.0494123   0.0490966 0.000115303
          84   0.0513607   0.0491236 0.000117038
          85   0.0508681   0.0491441 0.000117447
          86   0.0487883     0.04914 0.000116154
          87   0.0484659   0.0491322 0.000115077
          88   0.0473713   0.0491122 0.000115496
          89   0.0497046   0.0491189  0.00011439
          90   0.0507298   0.0491368 0.000114511
          91    0.050261   0.0491491 0.000113917
          92   0.0485183   0.0491423 0.000112885
          93   0.0491076   0.0491419 0.000111672
          94   0.0478309   0.0491279 0.000111351
          95   0.0486079   0.0491225 0.000110314
          96   0.0490086   0.0491213 0.000109171
          97   0.0502616    0.049133 0.000108677
          98   0.0477636   0.0491191 0.000108462
          99   0.0493341   0.0491212 0.000107388
         100   0.0492617   0.0491226 0.000106324
         101   0.0508445   0.0491397 0.000106629
         102   0.0508532   0.0491565 0.000106899
         103   0.0482387   0.0491476 0.000106232
         104   0.0490057   0.0491462 0.000105219
         105   0.0499704   0.0491541 0.000104509
         106   0.0457836   0.0491223 0.000108252
         107   0.0496193   0.0491269  0.00010734
         108   0.0502973   0.0491377 0.000106892
         109   0.0488508   0.0491351 0.000105944
         110   0.0477601   0.0491226 0.000105715
         111   0.0491405   0.0491228 0.000104763
         112   0.0492683   0.0491241 0.000103836
         113   0.0501029   0.0491327 0.000103278
         114   0.0471909   0.0491157 0.000103767
         115   0.0479118   0.0491052 0.000103391
         116   0.0506322   0.0491184 0.000103335
         117   0.0506906   0.0491318 0.000103321
         118   0.0485009   0.0491265 0.000102584
         119   0.0509083   0.0491415 0.000102809
         120   0.0516439   0.0491623 0.000104046
         121   0.0480227   0.0491529 0.000103611
         122   0.0481862    0.049145 0.000103064
         123   0.0505398   0.0491563 0.000102849
         124   0.0488451   0.0491538  0.00010205
         125   0.0493717   0.0491555 0.000101248
         126   0.0497527   0.0491603 0.000100556
         127   0.0494138   0.0491623 9.97836e-05
         128   0.0514894   0.0491805 0.000100647
         129   0.0479844   0.0491712 0.000100293
         130    0.047158   0.0491557  0.00010071
         131   0.0486871   0.0491521 0.000100004
         132   0.0492985   0.0491532  9.9253e-05
         133    0.049279   0.0491542 9.85112e-05
