           1    -0.38951    -0.38951           0
           2   -0.406269   -0.397889  0.00592514
           3   -0.409275   -0.401684  0.00502053
           4    -0.40108   -0.401533  0.00376767
           5   -0.405435   -0.402314  0.00309387
           6   -0.448542   -0.410018  0.00749115
           7   -0.418662   -0.411253  0.00652196
           8   -0.419435   -0.412276  0.00578635
           9   -0.411528   -0.412193  0.00514401
          10   -0.383908   -0.409364  0.00535103
          11   -0.422242   -0.410535  0.00499099
          12   -0.443337   -0.413269  0.00527072
          13   -0.385375   -0.411123    0.005284
          14   -0.422072   -0.411905  0.00496412
          15   -0.396789   -0.410897  0.00473435
          16   -0.404308   -0.410485  0.00445633
          17   -0.448652   -0.412731  0.00472602
          18   -0.415402   -0.412879   0.0044658
          19     -0.3925   -0.411806  0.00435765
          20   -0.414488    -0.41194  0.00414183
          21   -0.412342    -0.41196  0.00394465
          22   -0.409157   -0.411832   0.0037674
          23   -0.428007   -0.412535  0.00366865
          24   -0.423214    -0.41298  0.00354267
          25   -0.397397   -0.412357  0.00345537
          26   -0.410288   -0.412277  0.00332339
          27   -0.406352   -0.412058  0.00320754
          28   -0.419161   -0.412312    0.003103
          29   -0.398223   -0.411826  0.00303379
          30   -0.419559   -0.412084   0.0029436
          31   -0.390524   -0.411388  0.00292965
          32   -0.410109   -0.411348  0.00283837
          33   -0.415965   -0.411488  0.00275581
          34   -0.412658   -0.411522  0.00267497
          35   -0.410562   -0.411495  0.00259868
          36   -0.395957   -0.411063  0.00256209
          37   -0.409258   -0.411015  0.00249331
          38   -0.417275   -0.411179  0.00243313
          39   -0.403959   -0.410994  0.00237778
          40   -0.398669   -0.410686  0.00233821
          41   -0.420626   -0.410929  0.00229372
          42   -0.386562   -0.410348  0.00231131
          43   -0.385966   -0.409781  0.00232608
          44   -0.416006   -0.409923  0.00227751
          45   -0.403269   -0.409775  0.00223169
          46   -0.401121   -0.409587  0.00219109
          47   -0.429989   -0.410021  0.00218705
          48   -0.426153   -0.410357  0.00216716
          49   -0.423653   -0.410628  0.00213985
          50   -0.414691    -0.41071   0.0020986
          51   -0.421418    -0.41092  0.00206793
          52   -0.418613   -0.411068  0.00203344
          53   -0.389223   -0.410655  0.00203642
          54   -0.422516   -0.410875  0.00201052
          55   -0.431193   -0.411244  0.00200761
          56   -0.415672   -0.411324  0.00197332
          57   -0.416921   -0.411422  0.00194114
          58   -0.392088   -0.411088  0.00193608
          59   -0.418088   -0.411207   0.0019069
          60    -0.43517   -0.411606  0.00191648
          61   -0.409946   -0.411579  0.00188526
          62   -0.463853   -0.412422  0.00203467
          63   -0.410086   -0.412385  0.00200271
          64   -0.440393   -0.412823  0.00201866
          65   -0.414054   -0.412842  0.00198769
          66   -0.425048   -0.413027  0.00196616
          67   -0.428564   -0.413259  0.00195044
          68   -0.406965   -0.413166  0.00192396
          69   -0.415715   -0.413203  0.00189643
          70   -0.410488   -0.413164  0.00186973
          71   -0.400762    -0.41299  0.00185154
          72   -0.403017   -0.412851    0.001831
          73   -0.413657   -0.412862  0.00180595
          74   -0.404123   -0.412744   0.0017854
          75   -0.418583   -0.412822  0.00176329
          76   -0.415831   -0.412861  0.00174054
          77    -0.41322   -0.412866  0.00171794
          78   -0.426306   -0.413038  0.00170453
          79   -0.410714   -0.413009  0.00168321
          80   -0.414357   -0.413026  0.00166225
          81   -0.419891   -0.413111  0.00164389
          82   -0.446543   -0.413518  0.00167364
          83   -0.411523   -0.413494  0.00165365
          84   -0.423062   -0.413608  0.00163788
          85   -0.409944   -0.413565  0.00161918
          86   -0.435912   -0.413825  0.00162107
          87   -0.407465   -0.413752  0.00160408
          88   -0.437603   -0.414023  0.00160859
          89   -0.426809   -0.414166  0.00159692
          90   -0.420691   -0.414239  0.00158082
          91   -0.400535   -0.414088   0.0015706
          92   -0.417167   -0.414122  0.00155389
          93    -0.42687   -0.414259  0.00154321
          94   -0.405342   -0.414164  0.00152971
          95   -0.426142    -0.41429   0.0015188
          96   -0.424064   -0.414392  0.00150638
          97   -0.416325   -0.414412  0.00149099
          98   -0.429867    -0.41457  0.00148409
          99   -0.419743   -0.414622  0.00147002
         100   -0.400568   -0.414481  0.00146202
         101   -0.437363   -0.414708  0.00146499
         102   -0.397126   -0.414535  0.00146073
         103   -0.402216   -0.414416  0.00145144
         104   -0.441493   -0.414676  0.00146065
         105   -0.437735   -0.414896  0.00146316
         106   -0.440595   -0.415138   0.0014693
         107   -0.416985   -0.415156  0.00145567
         108   -0.421558   -0.415215   0.0014434
         109   -0.415871   -0.415221  0.00143017
         110   -0.434346   -0.415395   0.0014277
         111   -0.414982   -0.415391  0.00141484
         112   -0.387894   -0.415145  0.00142335
         113   -0.408364   -0.415085  0.00141202
         114   -0.402991   -0.414979  0.00140361
         115   -0.413287   -0.414965  0.00139148
         116   -0.405274   -0.414881  0.00138199
         117   -0.394559   -0.414707  0.00138105
         118   -0.419606   -0.414749  0.00136997
         119   -0.404549   -0.414663  0.00136114
         120   -0.403877   -0.414573  0.00135276
         121   -0.400405   -0.414456  0.00134664
         122    -0.43447    -0.41462  0.00134556
         123   -0.391021   -0.414428  0.00134823
